,Comment
2457,phút 10:00 hỏng mất mic chứ
2458,Sau khi VN vô địch lại quay lại đây xem lại lần nữa . Thật sự tự hào
2459,10/2019 còn xem
2460,Quang hải thật sự qua tuyệt vời ! Cả đội thật sự đang cố gắng
2461,"từ 1 đội lần đầu tiên lấy 3 điểm. rồi vào tứ kết > bán kết > chung kết. giờ thành trùm SEA.
từ 1 Văn Đức được bổ sung ở trận tứ kết> văn đức tỏa sáng > văn đức cân cả team nghệ an. 
xem lại vẫn xúc động"
2462,Có ai đang xem cho xin 1 like
2463,"Từ trc đến h e ko hề thik bóng đá nhưng sau khi xem video này thì e đã yêu bóng đá rồi 
VIỆT NAM CỐ LÊN "
2464,29/9/2019 ai còn xem
2465,"11/12/2018 xem lại , vẫn cảm giác lâng lâng,xúc động, nổi hết da gà"
2466,10/12/2018 mai là chúng ta đá chung kết rồi anh em ơi tự hào quá VIỆT NAM ơi ....
2467,Tháng 9 ai còn xem ko
2468,Cảm ơn thầy park đang mang bóng đá vn ra tầm châu á
2469,Đang xem ngày 30/11 ok
2470,"""Mai này ai nhắc lại Thường Châu

Bữa ấy tuyết rơi bạc mái đầu"
2471,Chúng ta tự hào vì ta là ng VIỆT NAM. Năm nay VIỆT NAM sẽ vô địch AFF cup!!!
2472,Mà giờ thì thailan tuổi với việt nam
2473,Thành công rồi lấy cup về rồi  chúc mừng các anh  15.12.2018
2474,đã 4 năm rồi à
2475,"không ai tin họ có thể lm được . mọi điều  diễn ra như 1 câu chuyện cổ tích,. hi vọng vs trận đấu cuối cùng của AFF cup các anh có thể viết tiếp cái kết còn tiếc nuối hồi đầu năm cho câu chuyện cổ tích của  chúng ta. và dù ra sao thì Việt Nam vẫn luôn chào đón và tự hào về các anh những thành viên của U23VN ."
2476,Tôi đã khóc khi xem xong clip này. Cảm ơn vì tất cả !!
2477,5/1/2020 có ae nào không?
2478,Cảm ơn Bầu Đức đã đem về 1 HLV giỏi cho VN
2479,thua trog vinh quang
2480,2 lần xem là 2 lần khóc. Cảm ơn bạn đã làm video này. Mặc dù mình k phải người mê bóng đá.
2481,Từ thất bại chúng ta đã vươn lên và hái trái ngọt như kết quả ngày hôm nay . Cố gắng và yêu quý tất cả các a. Tự hào việt !
2482,Tự hào quá việt nam ơi
2483,Việt nam vô địch aff cup rồi. Lại vào xem lại .. đúng là quá tuyệt vời.. việt nam vô đối. :))))
2484,"Đứng dậy sau thất bại, tuyệt vời các bạn"
2485,sắp một năm rồi xem lại vẫn muốn khóc
2486,Cố lên các anh ơi. Còn bao nhiêu người luôn luôn ủng hộ các anh mà. 
2487,Sang năm là U23 Châu Á 2020 r mn ạ :)) nếu vn tiếp tục thi như vậy như hồi U23 2018 thì quay lại video này coi nha mn ;))
2488,"Khóc hoài mỗi lần xem lại.
Chỉ có thể là ĐTVN!"
2489,Xúc động và rất tự hào
2490,"Một người thầy có tâm và có Đức , vì lợi ích chung thì chắc chắc học trò sẽ thành công , gần chục năm ko mê bóng đá , rất ghét luôn . Vậy mà từ lúc ông Park làm HLV ĐTVN mình yêu bóng đá và yêu các cầu thủ"
2491,"Dù kết quả lượt về có ra sao mình hi vọng tinh thần quyết chiến của u23 lại tái hiện trong đội tuyển vn, chỉ vậy thôi, ước mong của hàng triệu cdv vn"
2492,14.9.2019 ai còn xem ko. Tự hào lắm Việt Nam 🇻🇳🇻🇳 ơi
2493,chúc các cầu thủ và ban huấn luyện nhiều sức khoẻ. nhìn công phượng và xuân trường ở đầu clip mà thương quá. trong bóng đá có thắng thì phải có thua. chỉ mong sao mọi người đừng chỉ trích các em ấy nữa nếu sau này có thất bại.
2494,Ai giống mình hết bóng đá u23 rồi mà vẫn thích xem đi xem lại
2495,Việt Nam vô địch (mình đã khóc khi xem lại trận chung kết)🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳
2496,"Nay là 9/12..tuyển vn lại chuẩn bị cho ck aff cúp,nay xem lại u23 Châu Á việt nam..thực sự cảm xúc mới như ngày hôm qua,dư âm vẫn còn rất đậm,xúc động  trước sự thi đấu hết 100% sức lực của của các bạn."
2497,"Mình chuẩn bị bước vào kỳ thi quan trọng mà nản quá nên phải vào đây xem lại những khoảnh khắc này để khích lệ bản thân HÃY CỐ GẮNG ĐẾN PHÚT CUỐI, dù kết quả ra sao đi nữa"
2498,Em bắt đầu xem đá banh từ lúc đá u19 hlv miura rồi qa hlv hữu thắng nhưng mãi tới hnay mới thật sự cảm thấy hạnh phúc như vậy cảm ơn ông park hang seo
2499,Tôi rât vinh hạnh đc sống trong thời khắc lịch sử nắm đó
2500,"10/12/2018 ai còn xem không
tự hào quá VN
VN sẽ vô địch AFF cúp năm nay "
2501,Xem đi xem lại mà cảm xúc vẫn thăng hoa. Đéo nói nhiều việt nam vô địch
2502,"Hôm nay 9/9/2019 chiều qua U22 Việt Nam mới nện U22 China 2 quả các ông ạ, niềm tin mãnh liệt U22 + 2 cuối năm đeo trên cổ tấm huy chương vàng bóng đá nam seagame thì cho xin 1 like :))))"
2503,Bao lâu rồi xem lại vẫn muốn khóc.  Cảm giác lạ lạ
2504,Cái lúc mà iraq ghi bàn thứ 2 t nghĩ mọi thứ đã chấm dứt. Nhưng thật k thể tin đc :))))
2505,Xem lại mà cảm xúc như lúc xem trực tiếp.quá tuyệt vời
2506,11-12-2018 ai còn xem khôq .. xem lại mà vẫn còn rưng rưng nước mắt .. Chúc ĐT Việt Nam Vô Địch AFF Cup nhé .
2507,Sắp đá WC rồi mn ak. Nhớ khoảng khắc này quá.
2508,Chính công phượng đã khơi lại máu lửa bóng đá trong lòng người hâm mộ
2509,VN ko thất bại mà họ chưa có người châm ngòi cho thành công thích hợp
2510,cảm xúc khó diễn tả thật. xem lại lúc méo nào cũng chảy nước mắt :(
2511,Muốn khóc ghê luôn 🇻🇳🇻🇳🇻🇳
2512,Ai tin Việt Nam sẽ vô địch Sea Game 2019 sắp tới
2513,"M vẫn rơi nước mắt vì U23,hạnh phúc quá"
2514,việt nam tiến lên
2515,"Chung kết AFF cup ko biết và ko thể nói trước điều gì , chỉ cần đội tuyển VN giữ tinh thần thoải mái và chơi hết mình thế cũng là một chiến thắng cho người hâm mộ đội tuyển VN rồi"
2516,"Cứ moĩi lần xem lại là cảm xúc lại dâng trào, đặc biệt dâng trào cảm xúc nhất là hình ảnh anh áo xanh cổ động trên khán đài hihihi"
2517,2-9-2019 Ai Còn Xem k ?? Quá Xúc Động
2518,Mik rất xúc động vs pha cứa lòng của Quang Hải Vào lưới u23 Qatar
2519,Cố lên những chiến binh áo đỏ
2520,Vẫn xúc động khi xem lại
2521,Hãy cổ vũ cho u23 VN trong trận chung kết aff cúp 2018 nào ae
2522,Sao sau mỗi trận đấu của tuyển VN tui lại vào xem video này mấy lần nữa
2523,"Chỉ 3 ngày nữa, tôi tin đội tuyển Việt Nam cùng thầy Park sẽ nâng được chiếc Cúp ở sân Mỹ Đình!"
2524,Nói cho oai chứ.mời thầy và trả lương cho thầy là bầu đức mà.. chứ vff đâu mất mát gì.. vn mình phai biết ơn bầu đức rất nhiều rồi đến thầy cùng ban hl và các bác sĩ sau đó là tinh thần quả cảm của các cầu thù.. bóng đá vn mới có ngày hôm nay
2525,Tối nay có trận ::@@ xem lại hi vọng VN lại làm nên kì tích ️
2526,Hôm nay Việt nam sẽ vo địch tiến lên các anh hùng của tôiii ️️
2527,"Người ta không muốn cho VN vô địch giải này sẽ hơn chủ nhà, giống như năm đó nữ VN thắng thái lan là đi cup thế giới nhưng có lẻ HLV người tung của năm đó nhận được chỉ thị cho vn thua... "" ý kiến cá nhân """
2528,xem đến trận chung kết vẫn bật khóc
2529,tiếng vang lịch sử muôn đời
2530,xem lại vẫn xúc động
2531,Xem lại vẫn cảm xúc .có ai còn xem ko khi chúng ta đã vô địch aff cúp
2532,"Thất bại của đội là do hlv hữu thắng vì ông ta ko biết mình là ai khi đem xây dựng lối chơi kiêu đá đẹp kiểm soát bóng tiqui taca mà ko biết rằng Việt Nam chưa đủ tầm để chơi như vậy hơn nữa khả năng đọc trận kém ko có tư duy chiến thuật . Đến thời Mr Park thì lại khác ông xây dựng chắc hàng phòng thủ với 3 hậu vệ , một hàng tiền vệ có khả năng tranh chấp tạo tiền đề cho hàng công ghi bàn. Đây cùng là lối chơi có bóng dáng của thời hlv Calisto và cũng đã thành công . Điều này chứng tỏ cái tầm của hlv Việt và nước ngoài còn rất xa. Hlv huyền thoại Sir Alex đã từng nói "" Tấn công giúp ta có đc những bàn thắng, phòng ngự mới giúp ta có đc những danh hiệu"""
2533,Xem lại video cảm xúc vẫn như hồi đầu xem
2534,xúc động quá huhu
2535,"Việt Nam Vẫn Vô Địch Trong Tim Chúng Ta =))
Ai Tin Như Thế Điểm Danh !!!!!"
2536,"cho đến 09/12/2018 vẫn chưa bỏ lỡ xem dù chỉ 1 trận, yêu các e, yêu ng hâm mộ, yêu quê hương VIỆT NAM"
2537,Cơn địa chấn mang tên Việt Nam
2538,"Đến tận bây h xem lại vẫn khóc :(( 
Ai tin Việt Nam vô địch AFF cup like cmt tui biết đi"
2539,"5-9-2019 vòng loại world cup 2019
VIỆT NAM 10-0 THÁI LAND"
2540,tui đã khóc khi xem xong clip này 
2541,Xem mà không thể không rơi nước mắt...
2542,"Xin khẳng định 10 năm trước là công vinh 
Và 10 năm sau là QUANG HẢI"
2543,dù mik thua chung kết nhưng u23 VN lại nổi tiếng hơn.  U23 VN fighting
2544,K có thành công nào mà k trãi qua nhiều thất bại...
2545,"Thắng AFF Suzuki rồi 
Cố lên Vn ơi 🇻🇳"
2546,Vẫn xúc động như lần đầu
2547,"Hôm nay 4/9/2019 ngày mai 5/9/2019 VN lại bước vào vòng đấu WC phân chia thắng bại với TháiLan 
VN vô địch"
2548,Giờ tôi đã hiểu sao mn lại hâm mộ đến vậy..thực sự trên cả tuyệt vời
2549,Nhìn lại thấy Quang Hải ghê thật:3
2550,10/12/2018. Mai là 11/12. Lại là trận chung kết nữa rồi. Dù là đấu trên sân của Malaysia với rất rất nhiều cđv nước bạn. Em tin các anh sẽ làm được!!! Việt Nam chiến đấu. Việt Nam chiến thắng. Việt Nam vô địch!
2551,12/9/2018 xem laị vẫn rưng rưng.Cảm súc thực sự
2552,việt nam vừa hòa 0-0 với thái lan mấy ngày trc ae ạ :)))
2553,Cảm súc vẫn như ngày nào 
2554,10/9/2019 ai vẫn còn xem lại u23 VN k ?
2555,Nếu cho các cầu thủ của chúng ta xem lại video này trước trận gặp Malaysia thì chắc chắn chúng ta sẽ giành chiến thắng.
2556,Xem còn xúc động hơn vô địch AF..
2557,Giải này chính là lúc quang hải bộc lộ tài năng tuyệt vời của mk
2558,Coi lại cảm xúc n lại như lúc thời điểm đó. Xúc động qá.
2559,Xem lai vẫn cảm xúc ây
2560,vô địch AFF cup rồi :(((((( hạnh  phúc vll
2561,Hôm nay. Vn sẽ đá chung kết lượt đi với malay. Xem lại mà xúc động quá. Tôi khóc rồi
2562,những lúc nổi nóng thì bắt lên cho quên đi cái sự tức giận
2563,Cảm ơn bạn đã tạo ra một video hết sức có ý nghĩa như thế này
2564,Sắp Đá VL WC rồi VN Win 1-0 TL
2565,"14/12/2018 
Vẫn ở đây để cổ vũ cho các em 
Thầy và các em cố gắng nhé <3"
2566,"Hôm nay vn đá chung kết lượt đi aff2018 rồi, chúc các cầu thủ chúng ta thi đấu tốt"
2567,Vn  sẽ  vô địch  2020  ))  khi  châu  á nghĩ  đá  
2568,Chính trận đấu  với IRQ khiến tôi có niềm tin vào Bóng đá VN hơn. Luôn đồng hành và cổ vũ các e. Các e cố lên.
2569,Có ai còn xem để mai có động lực xem Việt Nam! Và Thái Lan k ạ
2570,Ngày 9/12/2018 ai coi lại có cảm giác sởn da gà và chảy nước mắt vì quá xúc động không
2571,Vẫn không hiểu sao 1 video như này có hơn 2000 người dislike :)
2572,Thầy park thầy có biết là thầy đã lấy đi bao nhiêu nước mắt của cđv Việt nam không
2573,"Cứ xem lại thì mình lại khóc , ko có cảm giác nào như thế ấy ."
2574,nào sắp tới 5/9 VN ơi lập nên kỳ tích nào
2575,Vâng cám ơn chú đoàn nguyên đức đã đưa ông phs đến với bóng đá Việt Nam! Mà hình như sau bao thành công và ko ai nhắc tới chú
2576,Đã qua rồi nhưng xem lại vẫn thấy hồi hộp
2577,Chi can thay HLV la moi thu thay doi
2578,"Giờ đây họ đã khác xưa nhiều r ! Giờ đây họ đã tự tin để đươn đầu ra thế giới , vượt qua nhiều khó khăn để đến đc với vinh quang r"
2579,Nhìn ông Lân là thấy được hình ảnh VFF
2580,9/12/2018 coi lại cảm xúc vỡ òa
2581,"Từ khi bác Park lên Việt Nam phải hô to hai tiếng "" tự hào """
2582,Bây giờ tao coi vẫn còn nổi da gà đây này
2583,"k còn hữu thắng vs bộ core full xứ nghệ và lối đá trăm trận như 1
thời ông park ai giỏi thì dc đá

ai nghĩ dc ông park hlv giải hạng 3 HQ lại có thể đem đến thành công cho bóng đá VN nhanh như vậy"
2584,Ít giờ nữa gặp thái lan vòng lại wc ai xem cùng mình ko
2585,14-12-2018 thật sự có cảm xúc
2586,Nâng cúp AFF nào anh em 
2587,Hồi đó ghét thằng minh long v nhưng giờ thấy tội vl nguyên cả mùa giải ko dc ra sân tiến dũng cũng thế trọng dụng mỗi văn công
2588,"14/12/2018 xem lại vân hồi hộp tưng khoảnh khac, 15/12/2018 tụ tin quyêt đấu nhé các anh hùng"
2589,Nhin lai khoanh khac lich su đay cam xuc vui buon lan lon 
2590,Tui mới xem xong. Mặc dù nhiều cơ hội nhưng vẫn thương lắm các chàng trai à.
2591,Nhớ lắm lúc đó Đang chạy xe Đi giao hàng nhung đội tuyển việt nam đá Mình dừng lại xem chủ hang chửi qua tr lun nhung vui mừng khi đội tuyển VN mình đã thể hiện tự hào lắm VN ơi
2592,khoong ngờ có 1 ngày iraq hàn quốc australia nhật bản trung quốc ngồi xem VN đá
2593,"Xem ma khoc that, dung la that bai la me thanh cong! Mot su cai to triet de"
2594,Lứa u23 đấy  mà vào tay hlv giỏi thì chắc ít nhất cũng phải vào trận chung kết. Vào tay thằng cha thắng loại ngay vòng bản 
2595,Ngày mai chung kết Aff xem lại mv cảm xúc dâng trào
2596,Thực sự xem lại mình vẫn thấy thương Công Phượng rất nhiềuu
2597,VN vô địch
2598,thằng nào nào ra video vui lòng đền nước mắt cho người hâm mộ VN
2599,"Đây sẽ là Clip of all time, xem lại mỗi lần là kĩ hơn."
2600,Xem lại vẫn rơi nc mắt. Sự quật cường và nghị lực của ng việt nam. Dòng máu việt nam thật sự chảy trong lứa cầu thủ này. Nhìn cái cách họ tiến từng bước xem lại vẫn chưa hết xúc động. Trận chung kết dù yếu hơn nhưng quả thật trời ko giúp ta. Thua ko phục.
2601,Cảm xúc vẫn còn nguyên vẹn trong tim người hâm mộ Việt Nam! Các cầu thủ Việt Nam cố lên! Chúc các bạn dành vô địch trong trận chung kết AFF cúp sắp tới! Việt Nam vô địch <3
2602,
2603,"Lần nào xem tôi cũng xúc động như lần đầu xem vậy, vỡ òa trong cảm xúc. Cảm ơn các cầu thủ U23 Việt Nam️️️"
2604,Có ai xem lại mà nổi da gà không
2605,"1-12-2018.
Ngày mai là lịch VN đá AFF vẫn lục lại xem và vẫn rơi nước mắt.! 
Yêu các anh yêu thầy Park và... 
Yêu Việt Nam "
2606,"Chiến đấu vì màu cờ sắc áo VN,người VN sẽ k quên lứa cầu thủ bây h và cảm ơn ông Park đã đến vs bóng đá VN,cho bóng đá VN sống lại trong lòng người hâm mộ cũng như toàn thể dân tộc VN"
2607,VIỆT NAM vô địch
2608,"nghe những lời thét gào sự chiến thắng mà muốn khóc
chúc mừng U23 VN"
2609,123 vào VN đá vào mặt Ronando luôn VN
2610,đến bây giờ vẫn sút khóc khi xem lại clip này... thanks. Tiến lên Việt Nam!!!!!!
2611,"Vừa xem vừa khóc.  Vừa thương vừa vô cùng tự hào vì các anh . Cảm ơn thầy park,  cảm ơn các anh - những người con của đất Việt."
2612,Đến giờ xem lại vẫn rùng mình.
2613,cảm xúc cho những ai yêu bóng đá Việt Nam. ..U23 Việt Nam 
2614,2.9.2019 Da vịt nổi trên da người. 
2615,Khi coi xong vẫn nó da gà cảm xúc dân trào không tả xiết các anh những niềm tự hào của VN
2616,"7-12-2018
Vẫn cảm xúc như ngày nào
Nếu ngày hôm đó trời đẹp
Có lẽ chúng ta đã là nhà vô địch"
2617,"Tao nói thật, tốt nhất đừng làm ngôi sao bóng đá của việt nam làm gì. Thắng thì tung hô, thua thì tụi nó vùi dập. Tốt nhất nên làm một thằng cầu thủ biết đá thuê để ăn lương thôi. Giỏi thật thì ra nước ngoài, đừng có về đội tuyển."
2618,"Những giây phút cháy sáng ở Thường Châu ấy sẽ mãi mãi còn lại trong tâm trí NHM bóng đá VN. Một cuộc hành trình cổ tích, đã mang lại biết bao cảm xúc và niềm lạc quan cho hàng triệu người VN! Cảm ơn các em!"
2619,Có ai. Nhớ ông trọng tài  chọc  đâu k
2620,Coi lại mà tim vẫn đau
2621,Cảm ơn ng cha đã giúp cho u23 có đc thành tích như ngày hôm nay
2622,Có ai đang đợi 5/9 đối đầu thái lan không?
2623,cảm ơn ông hữu thắng đã từ chức. để thầypark đn với  đội tuyển để có những lịch sử như ngày hôm nay
2624,Cảm ơn thầy
2625,Coi bao nhiêu lần cũng phát khóc
2626,Ngày 13/12 tôi vẫn còn xem. Và đã khóc không biết bao nhiu lần
2627,"Ai xem ko nổi da gà 
1.ko thik bóng đá 
2.del phải là ng Việt Nam"
2628,tôi thấy 1 điều rằng trò giỏi nhưng thầy không giỏi thì không khai thác dc hết cái giỏi của các cậu thủ yêu lắm vn ơi
2629,Xem lai ma van khóc đây này
2630,thật sự xem viẹt nam vào lưới mừng roi nước mắt
2631,Xem mà rớt nước mắt các bác ạ
2632,Qatar còn non lắm ae ơi
2633,15.12.2018 VIỆT NAM VÔ ĐỊCH AFF RỒI 
2634,"Đây là quá khứi mà, hiên tại thì khác rồi"
2635,nhìn thầy PARK bây giờ gầy nhiều so với lúc mới đến VIỆT NAM. cảm ơn thầy PARK rất nhiều vì đã đến VIỆT NAM
2636,Từ lúc Park làm hlv VN thì sài gòn thường có bão lớn =)
2637,Mới đây sắp đến seagames nữa rồi. Nôn gặp thái lan qué
2638,xem lại mà cảm xúc vẫn như lúc xem trực tiếp v
2639,VLWC sắp diễn rồi :D
2640,đúng là lịch sử.mong lịch sử luôn được gìn giữ và phát triển.yêu Việt Nam
2641,3-12-2018 xem lại vẫn thấy rất hay. Quả thật là hành trì kỳ diệu ️️
2642,28/8/2019️️
2643,Xem lại vẫn khóc . Video này như bữa ăn tinh thần vậy . Yeu bóng đá Viet Nam và đất nước Viet Nam .
2644,thế mới biết vẫn con n ấy đội hình ấy ông park khác ông thắng chỗ nào
2645,Quá cảm xúc. Coi đi coi lại vẫn xúc động. Thanks vietnam team
2646,"Xem lại hành trình càng thấy khâm phục ý chí chiến đấu của các em, chiến đấu đến giây phút cuối cùng, các em đã làm lay động hàng triệu con tim"
2647,16/9/2019 xem lại vẫn còn súc động
2648,"04/12/2018
Chuẩn bị bán kết lượt về AFF cup. Cảm xúc vẫn như cũ. ĐTQG Việt Nam chiến thắng, cố lên nhé các anh!"
2649,13/9/2019 nằm coi xong cái khóc ah híc
2650,"Thật sự quá tuyệt vời.
Xem lại video mới thấy U23VN đã từng thất bại rồi lại đứng lên như thế nào. Hlv Park dẫn dắt các cầu thủ quá giỏi. 
P/s: Quả nhạc trong video hay quá. Hấp dẫn và cảm xúc."
2651,"30/11/2018 tôi vẫn đang xem .Vẫn luôn luôn dõi theo Đội Tuyển Việt Nam tuyệt vời.
            Tôi mong ngày 2/12/2018 VN sẽ thắng PLP 
Cố lên VN ơi 
           Chúng tôi đang rất hồi hộp đấy"
2652,Đến giờ xem lại vẫn thấy rợn tóc gáy..
2653,"Cảm
Xúc xem lại lúc này đg như sống lại những ngày tháng giêng ấyxúc động, nghẹn ngào và sung sướng..cung bậc cảm xúc ùa về đủ cả huhuyêu lắm U23 Việt nam"
2654,qua hay
2655,Không còn là câu chuyện cổ tích nửa. Vì bây giờ chúng ta đang có một U23 VN rất mạnh <3
2656,"04/12/2018
Video rất hay, rất xúc động và tự hào, mỗi lần coi là một lần rơi nước mắt, cảm xúc mà có lẽ rất lâu sau này cũng không thể có lại.
Bời vì sao?"
2657,100번  째 보는 중
2658,"Coi biết bao nhiu lần, vẫn khóc, tự hào ghê "
2659,Mỗi lần xem lại clip này tui tức cái thằng trung quốc lắm
2660,Bạn Datmeru làm video quá hay nhạc rất hợp- một video rất nhiều cảm xúc
2661,Câu chuyện cổ tích ấy sẽ còn kéo dài đến muôn đời sau
2662,"Sắp khai giảng năm học mới 2019 rồi, ai còn xem ko ??"
2663,10/12/2018 xem trước trận Ck AFF cup 1 ngày
2664,Luc đố chưa co ong Pak va quang hai
2665,16/12/2018 sau màn trung kết vn thắng malaysia còn ai xem mà khóc k
2666,Thật sự thì chưa từng thấy trận bóng đá nào chơi trên nền tuyết như thế này cả
2667,Kinh 10tr view=)
2668,Coi lại cảm xúc lại dâng trào
2669,Tối nay 9-5 Việt Nam sẽ nấu lẩu Thái siêu to khổng lồ
2670,10/12 trc thềm đá chung kết AFF t vẫn khóc như điên cmay ợ
2671,Đúng là câu chuyện quá kì tích
2672,Hay
2673,Đá với iran là trận kinh điển nhất
2674,xem di xem lai ko biet bao nhieu lan roi
2675,Nói thôi vô xem mà rơi nước mắt có ai như tui
2676,Những ngày này tao vẫn đabg xem lại và vẫn khóc
2677,Công kích mạnh mẽ j chứ. Ngon tụi mày vô mà đá
2678,Xem mà khóc !!
2679,xem video mà  run người !
2680,"10 năm một khoảng thời gian đẹp để VN dành cúp AFF.chưa bao giờ lại có lòng tin tuyệt đối với đội tuyển như bây giờ.hàng công sắc bén hiệu quả hàng thủ vững chắc, tin tưởng và cả chiến thuật dùng ng của ông Park.cố lên VN. Ko dám dùng từ thế hệ vàng cho lứa này vì ở thời kì nài cũng sẽ sản sinh ra những nhân tài nhưng hiện tại họ là một đội gắn kết nhất mà mình biết"
2681,Tôi xem đi xem lại cũng hơn 20 lần nhưng vẫn thấy tự hào về Việt Nam mấy ông ơi
2682,Ôi anh Phí
2683,"xem đi xem lại bao lần mà nước mắt vẫn rơi, nhất là tới pha đá phạt của Quang Hải trận gặp Uzabekistan, quá nghẹn ngào"
2684,Như một thước phim vậy
2685,"Viết tiếp trang lịch sử 2OO8 đi các em, hãy mang lịch sử quay trở lại đi. Tất cả những người dân và đất nước việt nam lang mong đợi lịch sử quay trở lại."
2686,Cảm xúc vẫn nguyên vẹn
2687,Vẫn còn xem
2688,Xem lại mà nổi da gà rồi đến khóc luôn... nhớ cảm xúc nhịn đái để xem rồi tưởng sẽ đá đấu súng ai ngờ ra 2-1 khóc luôn... mà vẫn đi bão quẩy vui như tết vậy đó 🇻🇳🇻🇳🇻🇳 ráng giành vô địch AFF để tết được vui hơn nha các anh ơi
2689,Hôm nay 7/9/2019 ai còn xem video này
2690,Thất bại quá đau đớn làm cho các cầu thủ chúng ta ngày càng trưởng thành và mạnh mẽ hơn tại AFF cup lần này (12/2018)
2691,Những cảm xúc này cả đời ko quên đc...xem đi xem lại vẫn vô cùng xúc động và nc mắt cứ rơi..yêu 23 việt namyêu Quang Hảichúc các em luôn thành công nhé
2692,Nay 6.9.2019 ai còn xem ko
2693,"Xem hoài vẫn dâng trào cảm xúc. Ngưỡng mộ lắm, thương lắm U23 Việt Nam! Thường Châu , thương lắm đt Lương Xuân Trường."
2694,Bóng đá việt nam thành công như ngay nay là nhờ 2 nguoi. 1 là bầu đức. 2 là ông pak hang seo. K có bầu đức k koa pak habg seo. K koa ông pak. K koa viẹt nam đá hay nv
2695,Giờ coi lại muốn khóc luôn ️🇻🇳
2696,Ngày 7 tháng 12 khi ĐTQG VN Đang chuẩn bị cho hai trận chung kết AFF CUP thì tôi quay ra xem lại cảm xúc vẫn rất tuyệt vời tự hào quá vn ơi
2697,14/9/2019 ai còn xem không
2698,Phải nể phục thầy Park về những thay đổi nhân sự trong trận đấu rất hiệu quả
2699,12/9/2019 còn ai xem ko
2700,24h 03/12/2018 vẫn xem lại. Đầy cảm xúc. Tuyệt vời Việt Nam. Mấy ngày nữa là lượt về bán kết vs philipines rồi. Cố lên.
2701,"Thất bại hôm nay, thành công tương lai, cố lên các chàng trai, cúp VFF Suzuki đang đợi các em.. Cám ơn các cầu thủ,  cám ơn Thầy Park rất rất nhiều."
2702,Bây giờ còn ai xem nữa ko
2703,Xem trận clip này mới thấy tự hào như nào và hơn cả mình thấy thủ môn BTD cũng tuyệt mà . Nhưng chỉ sau đấy nhiều người đã quay lưng nói . Ngay cả Công Phượng hay Lương Xuân Trường cũng thế.riêng mình mãi ủng hộ các anh
2704,Đã bảo thay HLV rồi ko nghe
2705,Cảm xúc vẫn còn nguyên vẹn và vẫn cảm thấy hạnh phúc vỡ oà mỗi quả sút vào
2706,Các em đã nỗ lực và chiến đấu hết mình. Dù thế nào vẫn luôn ghi nhận sự cố gắng và tinh thần thể thao ấy. Quá tuyệt
2707,Ai đó còn xem lại ko?
2708,Ông Park làm tâm lý rất hay vl. Đá rất tự tin+k bao h nản khi bị dẫn trc. Hồi đó mà bị dẫn trc là sụi lơ hết nguyên đội r
2709,Lạnh người
2710,U23 VN là tự hào của bóng đá Việt  yêu các Anh 
2711,Một clip biết bao nhiêu cảm xúc.  9/12/2018 xem lại vẫn xúc động
2712,12/9/2019 
2713,5/12/2018 tôi vẫn xem lại rất tự hào về các bạn.... cố lên vn ơi
2714,Khóc
2715,"Những ngày tháng 1 tuyệt vời hạnh phúc vui sướng đẹp đẽ nhất tôi từng trải qua
Cảm ơn các e đã chiến đấu vì dân tộc Việt Nam"
2716,Ngày 4 tháng 11  năm 2018 coi lại vẫn tự dưng chảy nước mắt.Việt Nam ơi!!!!
2717,đấu u23 châu á có kh
2718,Xem lại rất nhiều rùi.nhung vẫn rất xúc động.cam ơn các cầu thủ u23 VN.
2719,12/12/2019 nè :))
2720,"Cảm thấy tự hào về những anh hùng Việt Nam ,  tự hào vì tao là người Việt Nam ♡♡♡♡♡♡♡♡♡"
2721,Ai cũng cần cho 1 cơ hội...có cơ hội rồi thì ko nên bỏ lỡ mà cố gắng. Cố lên. E tin các anh làm đc ở AFF 🇻🇳
2722,"cbi xem10a1 đây này 
lê đức tâm siêu dự bị nhé"
2723,Ngay 10/12/2018 coi lại nước mắt vẫn rưng rưng. Quá nhiều cảm súc
2724,2020..còn xem cmt cái cho biết nèk
2725,"Mình thấy Tiến Dũng không cao như Văn Lâm nhưng tâm lý khi chụp khá tốt, thấy Dũng luôn vững vàng ít cảm xúc trong các pha xử lý, đứng trước các đối thủ lớn đều bắt bóng với tâm lý thoá mái. Mình thấy điều này rất cần thiết khi thi đấu."
2726,lần nào xem bóng đá VN cũng nghẹn những giọt nước mắt.
2727,2022 rồi
2728,Xem mới thấy tình đoàn kết của các cầu thủ
2729,2020 xem lạii
2730,Xúc động quá. Nhớ quá mn ạ. Cứ rơi nước mắt. Tự hào thật đấy...
2731,đã lâu goy ...bóng đá việt nam mới làm dâng trào cảm xúc như hôm nay... lứa cầu thủ này rất hay ... chúc mừng đội tuyển việt nam... việt nam muôn năm
2732,gân đên 5.9 Ai con xem
2733,"bởi vậy khi gặp thất bại chúng ta đừng nên trách một ai,tài năng họ vẫn ở đó và họ sẽ tỏa sáng vào mai sau"
2734,Voooooooooooooooooooooo
2735,Khi coi video này cảm xúc khôq diễn tả đc moq chuq kết năm nay tụi a sẽ chiến thắq
